"source","destination","freezing_time(us)","frozen_time(us)","memory_dump_time(us)","memory_write_time(us)","irmap_resolve_time(us)","memory_pages_scanned(dec)","memory_pages_skipped_from_parent(dec)","memory_pages_written(dec)","lazy_memory_pages(dec)","pages_compared(dec)","pages_skipped_cow(dec)","pages_restored(dec)","restore_time(us)","forking_time(us)","start_checkpoint","end_checkpoint","start_restore","end_restore","migration_success","count1","count2"
"c6i.large","x1e.xlarge","259","428983344","374785386","374723547","0","2987945","0","467219","0","0","0","467219","136389545","8","2023-09-19T13:16:11","2023-09-19T13:24:00","2023-09-19T14:49:06","2023-09-19T14:51:38","false","12","12"
"h1.2xlarge","m5a.8xlarge","2333","418703159","1399129","1278650","0","3373986","0","472918","0","0","0","472918","137628622","6","2023-09-19T13:16:11","2023-09-19T13:23:59","2023-09-19T13:50:06","2023-09-19T13:52:40","true","37","58"
"h1.2xlarge","r4.8xlarge","2803","18646464","1405915","1288487","0","3288603","0","470855","0","0","0","470855","49626766","7","2023-09-20T15:07:06","2023-09-20T15:07:33","2023-09-20T15:08:19","2023-09-20T15:09:28","true","15","46"
"h1.8xlarge","m5n.large","7309","443898334","1454781","1318154","0","4245754","0","493756","0","0","0","493756","139722638","4","2023-09-19T13:16:11","2023-09-19T13:24:00","2023-09-19T14:20:36","2023-09-19T14:23:12","false","58","58"
"c5a.large","h1.8xlarge","312","420354634","358157719","357961060","0","2910823","0","454355","0","0","0","454355","132085045","7","2023-09-19T13:16:11","2023-09-19T13:24:00","2023-09-19T13:37:37","2023-09-19T13:40:14","true","14","22"
"c4.8xlarge","r4.16xlarge","10377","22214713","1274307","1091075","0","4386589","0","505678","0","0","0","505678","67873799","8","2023-09-20T16:44:57","2023-09-20T16:45:29","2023-09-20T16:46:14","2023-09-20T16:48:04","true","33","78"
"c4.8xlarge","c5d.9xlarge","10377","22214713","1274307","1091075","0","4386589","0","505678","0","0","0","505678","67807486","10","2023-09-20T16:44:57","2023-09-20T16:45:29","2023-09-20T16:46:14","2023-09-20T16:48:04","true","34","89"
"m4.large","h1.16xlarge","533","430252402","209987569","209856054","0","2987976","0","467219","0","0","0","467219","138168875","8","2023-09-19T13:16:12","2023-09-19T13:24:00","2023-09-19T13:46:06","2023-09-19T13:48:40","true","6","14"
"c5a.24xlarge","h1.16xlarge","16924","458224522","1043556","862057","0","6274192","0","584358","0","0","0","584358","175109335","8","2023-09-19T13:16:11","2023-09-19T13:24:00","2023-09-19T14:06:50","2023-09-19T14:10:04","false","78","78"
"r4.8xlarge","m4.16xlarge","9183","21983652","1464712","1324642","0","4309588","0","502210","0","0","0","502210","55093568","8","2023-09-20T20:44:32","2023-09-20T20:45:00","2023-09-20T20:45:38","2023-09-20T20:47:04","true","31","88"
"c5.9xlarge","c6a.large","7368","446562033","1218210","1098835","0","4386015","0","505648","0","0","0","505648","147627782","4","2023-09-19T13:16:11","2023-09-19T13:24:00","2023-09-19T15:06:23","2023-09-19T15:10:48","false","96","96"
"c5d.9xlarge","c5.9xlarge","5356","21515891","1138521","1031793","0","4285770","0","497082","0","0","0","497082","134717267","4","2023-09-20T21:48:28","2023-09-20T21:48:56","2023-09-20T21:49:38","2023-09-20T21:52:29","true","34","90"
"r4.16xlarge","c4.8xlarge","23674","455299894","1785667","1492460","0","5698403","0","545882","0","0","0","545882","162865474","7","2023-09-19T13:16:11","2023-09-19T13:24:00","2023-09-19T14:44:30","2023-09-19T14:47:32","false","85","85"
"r4.8xlarge","c4.8xlarge","7489","440311903","1564657","1420956","0","4165469","0","485058","0","0","0","485058","143889567","6","2023-09-19T13:16:11","2023-09-19T13:24:00","2023-09-19T14:40:16","2023-09-19T14:42:57","false","50","50"
"h1.8xlarge","m5.large","7309","443898334","1454781","1318154","0","4245754","0","493756","0","0","0","493756","144545400","4","2023-09-19T13:16:11","2023-09-19T13:24:00","2023-09-19T14:20:36","2023-09-19T14:23:13","false","58","58"
"c5d.9xlarge","c4.8xlarge","5356","21515891","1138521","1031793","0","4285770","0","497082","0","0","0","497082","153385415","7","2023-09-20T21:48:28","2023-09-20T21:48:56","2023-09-20T21:49:38","2023-09-20T21:52:30","false","21","21"
"m5a.large","m4.16xlarge","496","18802562","7841003","7697540","0","2987871","0","467217","0","0","0","467217","45451781","7","2023-09-20T13:52:34","2023-09-20T13:53:01","2023-09-20T13:53:46","2023-09-20T13:54:42","true","5","13"
"m5a.8xlarge","r4.8xlarge","10941","443939443","1537851","1309672","0","4240092","0","493750","0","0","0","493750","146024000","8","2023-09-19T13:16:11","2023-09-19T13:24:00","2023-09-19T13:33:20","2023-09-19T13:36:00","true","46","85"
"c6i.large","c5.large","259","428983344","374785386","374723547","0","2987945","0","467219","0","0","0","467219","136390079","4","2023-09-19T13:16:11","2023-09-19T13:24:00","2023-09-19T14:49:06","2023-09-19T14:51:38","true","13","20"
"m5a.large","c6a.24xlarge","503","429761277","209554218","209446984","0","2987833","0","467217","0","0","0","467217","137008617","2","2023-09-19T13:16:11","2023-09-19T13:23:59","2023-09-19T13:24:48","2023-09-19T13:27:22","true","10","22"
"h1.2xlarge","r4.16xlarge","2333","418703159","1399129","1278650","0","3373986","0","472918","0","0","0","472918","141366109","7","2023-09-19T13:16:11","2023-09-19T13:23:59","2023-09-19T13:50:07","2023-09-19T13:52:40","true","38","70"
"m4.large","c6a.24xlarge","533","430252402","209987569","209856054","0","2987976","0","467219","0","0","0","467219","136011268","3","2023-09-19T13:16:12","2023-09-19T13:24:00","2023-09-19T13:46:06","2023-09-19T13:48:40","true","7","18"
"r4.8xlarge","m5n.large","9183","21983652","1464712","1324642","0","4309588","0","502210","0","0","0","502210","57999632","4","2023-09-20T20:44:32","2023-09-20T20:45:00","2023-09-20T20:45:39","2023-09-20T20:47:03","false","24","24"
"c6i.16xlarge","m5.large","11288","23436950","972400","847237","0","5697357","0","545745","0","0","0","545745","126778337","4","2023-09-20T21:32:54","2023-09-20T21:33:25","2023-09-20T21:34:11","2023-09-20T21:37:29","false","32","32"
"c5d.9xlarge","r4.large","5356","21515891","1138521","1031793","0","4285770","0","497082","0","0","0","497082","153459600","8","2023-09-20T21:48:28","2023-09-20T21:48:56","2023-09-20T21:49:38","2023-09-20T21:52:30","false","21","21"
"m5a.8xlarge","c6a.large","10941","443939443","1537851","1309672","0","4240092","0","493750","0","0","0","493750","145501092","4","2023-09-19T13:16:11","2023-09-19T13:24:00","2023-09-19T13:33:20","2023-09-19T13:36:00","true","40","50"
"c5a.large","r4.16xlarge","312","420354634","358157719","357961060","0","2910823","0","454355","0","0","0","454355","134725075","16","2023-09-19T13:16:11","2023-09-19T13:24:00","2023-09-19T13:37:38","2023-09-19T13:40:15","true","14","22"
"c5a.large","c5.large","312","420354634","358157719","357961060","0","2910823","0","454355","0","0","0","454355","133718392","3","2023-09-19T13:16:11","2023-09-19T13:24:00","2023-09-19T13:37:37","2023-09-19T13:40:15","true","13","20"
"m5a.8xlarge","x1e.8xlarge","10941","443939443","1537851","1309672","0","4240092","0","493750","0","0","0","493750","145822806","8","2023-09-19T13:16:11","2023-09-19T13:24:00","2023-09-19T13:33:20","2023-09-19T13:36:00","true","46","82"
"r4.8xlarge","m5zn.6xlarge","7489","440311903","1564657","1420956","0","4165469","0","485058","0","0","0","485058","138260468","11","2023-09-19T13:16:11","2023-09-19T13:24:00","2023-09-19T14:40:16","2023-09-19T14:42:57","false","50","50"
"i3.large","c6i.16xlarge","563","427344780","37298498","37170232","0","2987944","0","467220","0","0","0","467220","136921718","11","2023-09-19T13:16:11","2023-09-19T13:24:00","2023-09-19T14:02:42","2023-09-19T14:05:16","true","10","24"
"r4.8xlarge","h1.8xlarge","7489","440311903","1564657","1420956","0","4165469","0","485058","0","0","0","485058","143851412","7","2023-09-19T13:16:11","2023-09-19T13:24:00","2023-09-19T14:40:16","2023-09-19T14:42:57","true","57","96"
"m5a.8xlarge","c5d.9xlarge","12626","21226292","2057537","1249277","0","4778705","0","510781","0","0","0","510781","57580831","12","2023-09-20T14:21:53","2023-09-20T14:22:23","2023-09-20T14:23:05","2023-09-20T14:24:27","true","23","76"
"c5a.large","m4.16xlarge","391","18791003","15106017","15014622","0","3627054","0","484400","0","0","0","484400","33201405","7","2023-09-20T14:34:24","2023-09-20T14:34:51","2023-09-20T14:35:31","2023-09-20T14:36:13","true","5","13"
"c6a.24xlarge","h1.16xlarge","14694","457922296","18238924","18036237","0","6531956","0","580077","0","0","0","580077","173042586","8","2023-09-19T13:16:11","2023-09-19T13:24:00","2023-09-19T14:11:37","2023-09-19T14:14:42","false","83","83"
"r4.16xlarge","r4.large","23674","455299894","1785667","1492460","0","5698403","0","545882","0","0","0","545882","162692833","8","2023-09-19T13:16:11","2023-09-19T13:24:00","2023-09-19T14:44:30","2023-09-19T14:47:32","true","87","93"
"h1.2xlarge","m5zn.6xlarge","2333","418703159","1399129","1278650","0","3373986","0","472918","0","0","0","472918","134994371","10","2023-09-19T13:16:11","2023-09-19T13:23:59","2023-09-19T13:50:06","2023-09-19T13:52:40","true","42","94"
"h1.16xlarge","h1.8xlarge","22726","24984833","1750476","1465901","0","5696979","0","545831","0","0","0","545831","47239597","7","2023-09-20T20:08:32","2023-09-20T20:09:05","2023-09-20T20:09:44","2023-09-20T20:11:12","true","24","58"
"m4.large","c6i.large","533","430252402","209987569","209856054","0","2987976","0","467219","0","0","0","467219","135615469","2","2023-09-19T13:16:12","2023-09-19T13:24:00","2023-09-19T13:46:06","2023-09-19T13:48:40","true","6","14"
"h1.8xlarge","m5a.large","7309","443898334","1454781","1318154","0","4245754","0","493756","0","0","0","493756","143681353","6","2023-09-19T13:16:11","2023-09-19T13:24:00","2023-09-19T14:20:36","2023-09-19T14:23:13","true","59","66"
"r4.8xlarge","r4.16xlarge","9183","21983652","1464712","1324642","0","4309588","0","502210","0","0","0","502210","55000846","7","2023-09-20T20:44:32","2023-09-20T20:45:00","2023-09-20T20:45:39","2023-09-20T20:47:04","true","32","90"
"c6i.large","m5zn.6xlarge","259","428983344","374785386","374723547","0","2987945","0","467219","0","0","0","467219","133845968","10","2023-09-19T13:16:11","2023-09-19T13:24:00","2023-09-19T14:49:06","2023-09-19T14:51:38","true","15","29"
"h1.16xlarge","m5a.2xlarge","22018","454405390","23329346","22991933","0","5569091","0","541870","0","0","0","541870","156432067","6","2023-09-19T13:16:11","2023-09-19T13:24:00","2023-09-19T14:24:50","2023-09-19T14:27:52","true","60","76"
"r4.large","c5a.large","3696","430615138","13137289","13009246","0","2987941","0","467219","0","0","0","467219","133930675","3","2023-09-19T13:16:11","2023-09-19T13:24:00","2023-09-19T13:58:36","2023-09-19T14:01:08","false","3","3"
"m5a.2xlarge","i3.large","3443","440108703","1339180","1227616","0","3781041","0","489901","0","0","0","489901","143164428","25","2023-09-19T13:16:11","2023-09-19T13:24:00","2023-09-19T13:28:55","2023-09-19T13:31:36","false","30","30"
"m5n.large","c6a.large","312","419503388","204633694","204549549","0","3029016","0","467218","0","0","0","467218","137526366","3","2023-09-19T13:16:11","2023-09-19T13:24:00","2023-09-19T14:57:24","2023-09-19T14:59:58","false","9","9"
"h1.8xlarge","x1e.8xlarge","8829","22121156","1484012","1341811","0","4321288","0","502326","0","0","0","502326","62028465","8","2023-09-20T19:55:56","2023-09-20T19:56:28","2023-09-20T19:57:19","2023-09-20T19:58:48","true","22","57"
"h1.8xlarge","c4.8xlarge","8829","22121156","1484012","1341811","0","4321288","0","502326","0","0","0","502326","66865272","6","2023-09-20T19:55:56","2023-09-20T19:56:28","2023-09-20T19:57:19","2023-09-20T19:58:48","true","21","53"
"m5a.2xlarge","m5a.large","3443","440108703","1339180","1227616","0","3781041","0","489901","0","0","0","489901","142484804","5","2023-09-19T13:16:11","2023-09-19T13:24:00","2023-09-19T13:28:55","2023-09-19T13:31:36","true","31","38"
"x1e.8xlarge","c5.large","9080","440563478","1593326","1442666","0","4238264","0","493722","0","0","0","493722","144168600","3","2023-09-19T13:16:11","2023-09-19T13:24:00","2023-09-19T14:29:28","2023-09-19T14:33:57","false","73","73"
"c5.large","c5a.24xlarge","292","422646250","366107890","366031889","0","3029150","0","467220","0","0","0","467220","134431621","11","2023-09-19T13:16:11","2023-09-19T13:24:00","2023-09-19T14:53:14","2023-09-19T14:55:47","false","12","12"
"h1.8xlarge","m5zn.6xlarge","7309","443898334","1454781","1318154","0","4245754","0","493756","0","0","0","493756","145810073","10","2023-09-19T13:16:11","2023-09-19T13:24:00","2023-09-19T14:20:36","2023-09-19T14:23:13","false","58","58"
"m4.large","c5.9xlarge","533","430252402","209987569","209856054","0","2987976","0","467219","0","0","0","467219","136506065","4","2023-09-19T13:16:12","2023-09-19T13:24:00","2023-09-19T13:46:06","2023-09-19T13:48:40","true","7","17"
"r4.16xlarge","m5a.2xlarge","23674","455299894","1785667","1492460","0","5698403","0","545882","0","0","0","545882","161316233","6","2023-09-19T13:16:11","2023-09-19T13:24:00","2023-09-19T14:44:30","2023-09-19T14:47:32","false","85","85"
"c6i.16xlarge","x1e.xlarge","11288","23436950","972400","847237","0","5697357","0","545745","0","0","0","545745","156173414","8","2023-09-20T21:32:54","2023-09-20T21:33:25","2023-09-20T21:34:11","2023-09-20T21:37:30","false","32","32"
"c6a.24xlarge","m5.large","14694","457922296","18238924","18036237","0","6531956","0","580077","0","0","0","580077","173021083","4","2023-09-19T13:16:11","2023-09-19T13:24:00","2023-09-19T14:11:37","2023-09-19T14:14:42","true","83","91"
"r4.large","c5a.24xlarge","3696","430615138","13137289","13009246","0","2987941","0","467219","0","0","0","467219","137492919","3","2023-09-19T13:16:11","2023-09-19T13:24:00","2023-09-19T13:58:36","2023-09-19T14:01:08","false","3","3"
"m5a.large","m5.large","503","429761277","209554218","209446984","0","2987833","0","467217","0","0","0","467217","137903626","4","2023-09-19T13:16:11","2023-09-19T13:23:59","2023-09-19T13:24:48","2023-09-19T13:27:23","true","9","16"
"c5d.9xlarge","h1.2xlarge","5356","21515891","1138521","1031793","0","4285770","0","497082","0","0","0","497082","142536514","8","2023-09-20T21:48:28","2023-09-20T21:48:56","2023-09-20T21:49:37","2023-09-20T21:52:29","false","21","21"
"x1e.xlarge","m5n.large","1139","420199943","1467616","1354587","0","2995544","0","455587","0","0","0","455587","128546765","4","2023-09-19T13:16:11","2023-09-19T13:24:00","2023-09-19T13:54:18","2023-09-19T13:56:52","false","11","11"
"x1e.xlarge","m5zn.6xlarge","1139","420199943","1467616","1354587","0","2995544","0","455587","0","0","0","455587","132732687","11","2023-09-19T13:16:11","2023-09-19T13:24:00","2023-09-19T13:54:18","2023-09-19T13:56:52","true","16","43"
"m5a.8xlarge","h1.8xlarge","10941","443939443","1537851","1309672","0","4240092","0","493750","0","0","0","493750","145487815","7","2023-09-19T13:16:11","2023-09-19T13:24:00","2023-09-19T13:33:20","2023-09-19T13:36:00","true","46","82"
"r4.16xlarge","m5n.large","23674","455299894","1785667","1492460","0","5698403","0","545882","0","0","0","545882","157090384","4","2023-09-19T13:16:11","2023-09-19T13:24:00","2023-09-19T14:44:30","2023-09-19T14:47:32","false","85","85"
"r4.large","x1e.xlarge","3696","430615138","13137289","13009246","0","2987941","0","467219","0","0","0","467219","137747276","8","2023-09-19T13:16:11","2023-09-19T13:24:00","2023-09-19T13:58:35","2023-09-19T14:01:08","true","5","13"
"m5n.large","c6i.large","312","419503388","204633694","204549549","0","3029016","0","467218","0","0","0","467218","131037977","2","2023-09-19T13:16:11","2023-09-19T13:24:00","2023-09-19T14:57:24","2023-09-19T14:59:58","true","11","19"
"i3.large","c5.9xlarge","563","427344780","37298498","37170232","0","2987944","0","467220","0","0","0","467220","137987116","11","2023-09-19T13:16:11","2023-09-19T13:24:00","2023-09-19T14:02:42","2023-09-19T14:05:16","true","10","20"
"c5d.9xlarge","r4.8xlarge","5356","21515891","1138521","1031793","0","4285770","0","497082","0","0","0","497082","145150419","4","2023-09-20T21:48:28","2023-09-20T21:48:56","2023-09-20T21:49:38","2023-09-20T21:52:30","false","21","21"
"r4.large","m5n.large","3696","430615138","13137289","13009246","0","2987941","0","467219","0","0","0","467219","137902439","4","2023-09-19T13:16:11","2023-09-19T13:24:00","2023-09-19T13:58:35","2023-09-19T14:01:08","true","5","11"
"c5.9xlarge","m5n.large","5246","21777991","1127224","1018865","0","4384311","0","496978","0","0","0","496978","52771914","5","2023-09-20T22:19:15","2023-09-20T22:19:47","2023-09-20T22:20:33","2023-09-20T22:21:57","true","31","38"
"c5.9xlarge","i3.large","7368","446562033","1218210","1098835","0","4386015","0","505648","0","0","0","505648","148582417","8","2023-09-19T13:16:11","2023-09-19T13:24:00","2023-09-19T15:06:23","2023-09-19T15:10:48","false","96","96"
"c5a.large","c6i.16xlarge","312","420354634","358157719","357961060","0","2910823","0","454355","0","0","0","454355","133984586","11","2023-09-19T13:16:11","2023-09-19T13:24:00","2023-09-19T13:37:38","2023-09-19T13:40:15","true","15","29"
"r4.8xlarge","x1e.8xlarge","7489","440311903","1564657","1420956","0","4165469","0","485058","0","0","0","485058","144381382","8","2023-09-19T13:16:11","2023-09-19T13:24:00","2023-09-19T14:40:16","2023-09-19T14:42:57","true","57","95"
"h1.8xlarge","r4.16xlarge","8829","22121156","1484012","1341811","0","4321288","0","502326","0","0","0","502326","72278831","8","2023-09-20T19:55:56","2023-09-20T19:56:28","2023-09-20T19:57:20","2023-09-20T19:58:48","true","21","78"
"c5.9xlarge","h1.8xlarge","7368","446562033","1218210","1098835","0","4386015","0","505648","0","0","0","505648","147351742","8","2023-09-19T13:16:11","2023-09-19T13:24:00","2023-09-19T15:06:23","2023-09-19T15:10:48","false","96","96"
"h1.8xlarge","x1e.xlarge","7309","443898334","1454781","1318154","0","4245754","0","493756","0","0","0","493756","142399122","8","2023-09-19T13:16:11","2023-09-19T13:24:00","2023-09-19T14:20:36","2023-09-19T14:23:13","true","60","72"
"h1.16xlarge","c4.8xlarge","22726","24984833","1750476","1465901","0","5696979","0","545831","0","0","0","545831","67808919","6","2023-09-20T20:08:32","2023-09-20T20:09:05","2023-09-20T20:09:45","2023-09-20T20:11:14","true","24","58"
"m5n.large","m5zn.6xlarge","312","419503388","204633694","204549549","0","3029016","0","467218","0","0","0","467218","134706625","3","2023-09-19T13:16:11","2023-09-19T13:24:00","2023-09-19T14:57:24","2023-09-19T14:59:58","true","12","26"
"m5a.large","m5zn.6xlarge","503","429761277","209554218","209446984","0","2987833","0","467217","0","0","0","467217","134007140","10","2023-09-19T13:16:11","2023-09-19T13:23:59","2023-09-19T13:24:48","2023-09-19T13:27:22","true","11","25"
"r4.16xlarge","h1.8xlarge","25243","23119180","1763727","1481714","0","5505147","0","528846","0","0","0","528846","73273598","7","2023-09-20T20:57:12","2023-09-20T20:57:43","2023-09-20T20:58:24","2023-09-20T21:00:00","true","34","68"
"x1e.xlarge","c6i.large","1139","420199943","1467616","1354587","0","2995544","0","455587","0","0","0","455587","134946880","2","2023-09-19T13:16:11","2023-09-19T13:24:00","2023-09-19T13:54:18","2023-09-19T13:56:52","false","11","11"
"c4.8xlarge","h1.8xlarge","10377","22214713","1274307","1091075","0","4386589","0","505678","0","0","0","505678","97849389","7","2023-09-20T16:44:57","2023-09-20T16:45:29","2023-09-20T16:46:14","2023-09-20T16:48:04","true","32","65"
"m5.large","c6i.16xlarge","302","429499686","219694939","219614356","0","2987946","0","467219","0","0","0","467219","137245789","10","2023-09-19T13:16:11","2023-09-19T13:24:00","2023-09-19T15:01:42","2023-09-19T15:04:17","true","15","29"
"i3.large","m5a.2xlarge","563","427344780","37298498","37170232","0","2987944","0","467220","0","0","0","467220","135930377","5","2023-09-19T13:16:11","2023-09-19T13:24:00","2023-09-19T14:02:42","2023-09-19T14:05:16","false","8","8"
"c6a.large","m5n.large","281","438096493","385058900","384978231","0","3625092","0","484371","0","0","0","484371","140202362","4","2023-09-19T13:16:11","2023-09-19T13:24:00","2023-09-19T13:41:52","2023-09-19T13:44:38","true","12","19"
"h1.2xlarge","c5.large","2333","418703159","1399129","1278650","0","3373986","0","472918","0","0","0","472918","140496478","4","2023-09-19T13:16:11","2023-09-19T13:23:59","2023-09-19T13:50:07","2023-09-19T13:52:40","false","32","32"
"c6i.16xlarge","c6a.24xlarge","11288","23436950","972400","847237","0","5697357","0","545745","0","0","0","545745","163112548","4","2023-09-20T21:32:54","2023-09-20T21:33:25","2023-09-20T21:34:11","2023-09-20T21:37:29","false","32","32"
"c5a.24xlarge","c6a.24xlarge","16746","25628078","1033173","859435","0","6268025","0","584369","0","0","0","584369","43115745","2","2023-09-20T15:42:17","2023-09-20T15:42:51","2023-09-20T15:43:26","2023-09-20T15:44:35","true","37","82"
"h1.16xlarge","h1.2xlarge","22018","454405390","23329346","22991933","0","5569091","0","541870","0","0","0","541870","160737478","8","2023-09-19T13:16:11","2023-09-19T13:24:00","2023-09-19T14:24:50","2023-09-19T14:27:52","true","61","83"
"h1.2xlarge","m5n.large","2333","418703159","1399129","1278650","0","3373986","0","472918","0","0","0","472918","138804143","5","2023-09-19T13:16:11","2023-09-19T13:23:59","2023-09-19T13:50:06","2023-09-19T13:52:40","false","32","32"
"c5a.large","c5a.24xlarge","312","420354634","358157719","357961060","0","2910823","0","454355","0","0","0","454355","134303481","3","2023-09-19T13:16:11","2023-09-19T13:24:00","2023-09-19T13:37:37","2023-09-19T13:40:15","true","14","25"
"h1.16xlarge","c5d.9xlarge","22018","454405390","23329346","22991933","0","5569091","0","541870","0","0","0","541870","160563729","10","2023-09-19T13:16:11","2023-09-19T13:24:00","2023-09-19T14:24:50","2023-09-19T14:27:52","false","57","57"
"c5a.large","m5zn.6xlarge","312","420354634","358157719","357961060","0","2910823","0","454355","0","0","0","454355","133453257","3","2023-09-19T13:16:11","2023-09-19T13:24:00","2023-09-19T13:37:38","2023-09-19T13:40:14","true","15","29"
"m5a.large","c6i.large","503","429761277","209554218","209446984","0","2987833","0","467217","0","0","0","467217","137615522","2","2023-09-19T13:16:11","2023-09-19T13:23:59","2023-09-19T13:24:48","2023-09-19T13:27:22","true","10","18"
"x1e.xlarge","c5a.large","1139","420199943","1467616","1354587","0","2995544","0","455587","0","0","0","455587","135370182","4","2023-09-19T13:16:11","2023-09-19T13:24:00","2023-09-19T13:54:18","2023-09-19T13:56:52","false","11","11"
"r4.16xlarge","c5a.large","23674","455299894","1785667","1492460","0","5698403","0","545882","0","0","0","545882","155517388","3","2023-09-19T13:16:11","2023-09-19T13:24:00","2023-09-19T14:44:30","2023-09-19T14:47:32","false","85","85"
"c5.9xlarge","m4.16xlarge","5246","21777991","1127224","1018865","0","4384311","0","496978","0","0","0","496978","62106545","7","2023-09-20T22:19:15","2023-09-20T22:19:47","2023-09-20T22:20:32","2023-09-20T22:21:57","false","30","30"
"m5a.8xlarge","m5a.large","10941","443939443","1537851","1309672","0","4240092","0","493750","0","0","0","493750","141946848","5","2023-09-19T13:16:11","2023-09-19T13:24:00","2023-09-19T13:33:20","2023-09-19T13:36:00","true","39","46"
"m5.large","h1.2xlarge","302","429499686","219694939","219614356","0","2987946","0","467219","0","0","0","467219","133748300","7","2023-09-19T13:16:11","2023-09-19T13:24:00","2023-09-19T15:01:42","2023-09-19T15:04:17","false","12","12"
"h1.2xlarge","h1.8xlarge","2333","418703159","1399129","1278650","0","3373986","0","472918","0","0","0","472918","140947442","7","2023-09-19T13:16:11","2023-09-19T13:23:59","2023-09-19T13:50:06","2023-09-19T13:52:40","true","39","72"
"h1.16xlarge","c5.9xlarge","22018","454405390","23329346","22991933","0","5569091","0","541870","0","0","0","541870","161161909","26","2023-09-19T13:16:11","2023-09-19T13:24:00","2023-09-19T14:24:50","2023-09-19T14:27:52","false","57","57"
"h1.2xlarge","m4.16xlarge","2333","418703159","1399129","1278650","0","3373986","0","472918","0","0","0","472918","141258696","23","2023-09-19T13:16:11","2023-09-19T13:23:59","2023-09-19T13:50:07","2023-09-19T13:52:40","true","38","70"
"x1e.xlarge","r4.8xlarge","1358","19648569","1485898","1368936","0","3057043","0","468448","0","0","0","468448","52083955","7","2023-09-20T15:18:56","2023-09-20T15:19:25","2023-09-20T15:20:11","2023-09-20T15:21:21","true","6","22"
"c5a.24xlarge","c5a.large","16924","458224522","1043556","862057","0","6274192","0","584358","0","0","0","584358","171276174","3","2023-09-19T13:16:11","2023-09-19T13:24:00","2023-09-19T14:06:50","2023-09-19T14:10:04","true","79","89"
"c5d.9xlarge","c5a.24xlarge","5356","21515891","1138521","1031793","0","4285770","0","497082","0","0","0","497082","147528068","4","2023-09-20T21:48:28","2023-09-20T21:48:56","2023-09-20T21:49:37","2023-09-20T21:52:29","false","21","21"
"m4.16xlarge","m5zn.6xlarge","22121","452015919","1712099","1449854","0","5514512","0","528839","0","0","0","528839","155745221","3","2023-09-19T13:16:11","2023-09-19T13:24:00","2023-09-19T14:35:35","2023-09-19T14:38:32","false","47","47"
"m4.16xlarge","c4.8xlarge","22121","452015919","1712099","1449854","0","5514512","0","528839","0","0","0","528839","156253480","16","2023-09-19T13:16:11","2023-09-19T13:24:00","2023-09-19T14:35:34","2023-09-19T14:38:32","false","47","47"
"r4.large","i3.large","3696","430615138","13137289","13009246","0","2987941","0","467219","0","0","0","467219","137894732","8","2023-09-19T13:16:11","2023-09-19T13:24:00","2023-09-19T13:58:35","2023-09-19T14:01:08","true","4","9"
"m5.large","m5a.8xlarge","302","429499686","219694939","219614356","0","2987946","0","467219","0","0","0","467219","131860560","5","2023-09-19T13:16:11","2023-09-19T13:24:00","2023-09-19T15:01:42","2023-09-19T15:04:17","false","12","12"
"c6a.24xlarge","x1e.xlarge","14694","457922296","18238924","18036237","0","6531956","0","580077","0","0","0","580077","173130700","8","2023-09-19T13:16:11","2023-09-19T13:24:00","2023-09-19T14:11:37","2023-09-19T14:14:42","false","83","83"
"c6a.24xlarge","r4.8xlarge","14694","457922296","18238924","18036237","0","6531956","0","580077","0","0","0","580077","172965650","7","2023-09-19T13:16:11","2023-09-19T13:24:00","2023-09-19T14:11:37","2023-09-19T14:14:42","false","83","83"
"m4.large","m4.16xlarge","533","430252402","209987569","209856054","0","2987976","0","467219","0","0","0","467219","138468067","7","2023-09-19T13:16:12","2023-09-19T13:24:00","2023-09-19T13:46:06","2023-09-19T13:48:40","true","6","14"
"c6i.large","x1e.8xlarge","259","428983344","374785386","374723547","0","2987945","0","467219","0","0","0","467219","133545496","10","2023-09-19T13:16:11","2023-09-19T13:24:00","2023-09-19T14:49:06","2023-09-19T14:51:38","false","12","12"
"c5a.24xlarge","c6a.large","16924","458224522","1043556","862057","0","6274192","0","584358","0","0","0","584358","172009762","3","2023-09-19T13:16:11","2023-09-19T13:24:00","2023-09-19T14:06:50","2023-09-19T14:10:04","true","79","90"
"h1.2xlarge","i3.large","2333","418703159","1399129","1278650","0","3373986","0","472918","0","0","0","472918","140863120","8","2023-09-19T13:16:11","2023-09-19T13:23:59","2023-09-19T13:50:06","2023-09-19T13:52:40","true","34","39"
"c5d.9xlarge","x1e.xlarge","5356","21515891","1138521","1031793","0","4285770","0","497082","0","0","0","497082","148719451","7","2023-09-20T21:48:28","2023-09-20T21:48:56","2023-09-20T21:49:38","2023-09-20T21:52:29","false","21","21"
"m4.large","x1e.8xlarge","533","430252402","209987569","209856054","0","2987976","0","467219","0","0","0","467219","138311059","8","2023-09-19T13:16:12","2023-09-19T13:24:00","2023-09-19T13:46:06","2023-09-19T13:48:40","true","6","14"
"c6i.large","m4.large","259","428983344","374785386","374723547","0","2987945","0","467219","0","0","0","467219","136814935","7","2023-09-19T13:16:11","2023-09-19T13:24:00","2023-09-19T14:49:06","2023-09-19T14:51:38","false","12","12"
