"source","destination","freezing_time(us)","frozen_time(us)","memory_dump_time(us)","memory_write_time(us)","irmap_resolve_time(us)","memory_pages_scanned(dec)","memory_pages_skipped_from_parent(dec)","memory_pages_written(dec)","lazy_memory_pages(dec)","pages_compared(dec)","pages_skipped_cow(dec)","pages_restored(dec)","restore_time(us)","forking_time(us)","start_checkpoint","end_checkpoint","start_restore","end_restore","migration_success"
"m4.16xlarge","c5d.9xlarge","222","778185","9429","498","0","2173","0","126","0","0","0","126","29560","10","2023-11-10T14:26:41","2023-11-10T14:26:51","2023-11-10T14:57:05","2023-11-10T14:57:20","true"
"c6a.24xlarge","m5zn.6xlarge","129","797370","10302","405","0","2173","0","127","0","0","0","127","34907","11","2023-11-10T14:26:41","2023-11-10T14:26:51","2023-11-10T14:49:23","2023-11-10T14:49:38","false"
"c5a.24xlarge","m5a.large","280","787018","12822","477","0","2173","0","125","0","0","0","125","35087","8","2023-11-10T14:26:41","2023-11-10T14:26:51","2023-11-10T14:47:46","2023-11-10T14:48:02","true"
"m5a.2xlarge","c5d.9xlarge","201","798130","19461","619","0","2173","0","126","0","0","0","126","23785","10","2023-11-10T14:26:41","2023-11-10T14:26:51","2023-11-10T14:29:12","2023-11-10T14:29:30","false"
"c6i.large","m5.large","75","773855","16056","254","0","2173","0","127","0","0","0","127","53926","4","2023-11-10T14:26:41","2023-11-10T14:26:51","2023-11-10T15:01:58","2023-11-10T15:02:14","false"
"r4.8xlarge","c5.large","172","805287","17532","437","0","2173","0","126","0","0","0","126","24659","4","2023-11-10T14:26:41","2023-11-10T14:26:51","2023-11-10T14:58:44","2023-11-10T14:58:59","true"
"c5.9xlarge","c5a.large","147","752602","18947","353","0","2173","0","126","0","0","0","126","22018","5","2023-11-10T14:26:42","2023-11-10T14:26:51","2023-11-10T15:13:20","2023-11-10T15:13:36","false"
"r4.8xlarge","c5a.24xlarge","172","805287","17532","437","0","2173","0","126","0","0","0","126","24293","5","2023-11-10T14:26:41","2023-11-10T14:26:51","2023-11-10T14:58:44","2023-11-10T14:58:59","false"
"c5d.9xlarge","r4.8xlarge","149","797282","12214","351","0","2173","0","126","0","0","0","126","38979","6","2023-11-10T14:26:41","2023-11-10T14:26:51","2023-11-10T15:10:05","2023-11-10T15:10:20","false"
"c4.8xlarge","c6i.16xlarge","161","800114","10987","401","0","2173","0","126","0","0","0","126","44210","3","2023-11-10T14:26:41","2023-11-10T14:26:51","2023-11-10T14:50:59","2023-11-10T14:51:15","true"
"c5a.24xlarge","c6i.16xlarge","280","787018","12822","477","0","2173","0","125","0","0","0","125","52371","2","2023-11-10T14:26:41","2023-11-10T14:26:51","2023-11-10T14:47:46","2023-11-10T14:48:01","true"
"m4.large","m5n.large","324","744693","9656","458","0","2173","0","126","0","0","0","126","24791","4","2023-11-10T14:26:41","2023-11-10T14:26:51","2023-11-10T14:35:50","2023-11-10T14:36:06","true"
"m5a.2xlarge","m4.16xlarge","201","798130","19461","619","0","2173","0","126","0","0","0","126","33696","8","2023-11-10T14:26:41","2023-11-10T14:26:51","2023-11-10T14:29:12","2023-11-10T14:29:30","false"
"c6i.16xlarge","c6a.large","204","806317","11161","207","0","2173","0","126","0","0","0","126","35537","5","2023-11-10T14:26:41","2023-11-10T14:26:51","2023-11-10T15:08:28","2023-11-10T15:08:44","false"
"m5a.large","m5zn.6xlarge","273","756642","15957","654","0","2173","0","127","0","0","0","127","36918","11","2023-11-10T14:26:42","2023-11-10T14:26:51","2023-11-10T14:27:29","2023-11-10T14:27:46","false"
